Codigo;Preco Venda;Custo;Marcacao;Diferenca
1040711524;417,52;183,93;0;233,59
1040711525;419,79;184,93;0;234,86
1040711526;420,76;185,36;0;235,4
1040711547;29,92;13,01;0;16,91
1040711599;844,89;372,2;0;472,69
1040711600;822,14;362,18;0;459,96
1040711601;840,24;370,15;0;470,09
1040711602;835,7;368,15;0;467,55
1040711603;812,9;358,11;0;454,79
1040711604;841,39;370,66;0;470,73
1040711605;832,18;366,6;0;465,58
1040711606;836,69;368,59;0;468,1
1040711608;61,6;27,14;0;34,46
1040711609;82,58;36,38;0;46,2
1040711610;94,97;41,84;0;53,13
1040711636;1505,69;654,65;0;851,04
1040711637;2118,11;920,92;0;1197,19
1040711638;74,65;32,46;0;42,19
1040711639;59,77;25,99;0;33,78
1040711640;60,95;26,5;0;34,45
1040711641;81,65;35,5;0;46,15
1040711642;94,23;40,97;0;53,26
1040711652;798,14;361,15;0;436,99
1040711653;798,2;361,18;0;437,02
1040711654;442,9;200,41;0;242,49
1040711655;442,92;200,42;0;242,5
1040711656;294,59;133,3;0;161,29
1040711657;294,63;133,32;0;161,31
1040711659;104,06;46,25;0;57,81
1040711660;104,06;46,25;0;57,81
1040711661;104,06;46,25;0;57,81
1040711662;104,06;46,25;2,51;57,81
1040711663;95,05;41,33;0;53,72
1040711664;96,92;48,46;0;48,46
1040711665;31,07;13,51;0;17,56
1040711666;53,93;23,45;0;30,48
1040711667;31,84;15,92;0;15,92
1040711668;37,22;18,61;0;18,61
1040711669;40,9;20,45;0;20,45
1040711670;412,45;179,33;2;233,12
1040711671;632,59;275,04;0;357,55
1040711672;739,91;321,7;0;418,21
1040711673;867,07;376,99;0;490,08
1040711674;365,12;158,75;0;206,37
1040711675;562,41;244,53;0;317,88
1040711676;665,66;289,42;0;376,24
1040711677;775,05;336,98;0;438,07
1040711680;98,99;43,61;0;55,38
1040711681;267,97;116,51;0;151,46
1040711682;788,18;342,69;0;445,49
1040711683;958,93;416,93;0;542
1040711684;79,12;34,4;0;44,72
1040711685;6,09;2,65;0;3,44
1040711690;53,7;23,35;0;30,35
1040711691;70,51;30,66;0;39,85
1040711692;86,54;37,63;0;48,91
1040711693;56,46;24,55;0;31,91
1040711694;74,19;32,26;0;41,93
1040711695;91,14;39,63;0;51,51
1040711696;56,46;24,55;0;31,91
1040711697;74,19;32,26;0;41,93
1040711698;91,14;39,63;0;51,51
1040711699;56,46;24,55;0;31,91
1040711700;74,19;32,26;0;41,93
1040711701;91,14;39,63;0;51,51
1041210339;747,61;302,68;0;444,93
1041210340;1080,32;437,38;0;642,94
1041210341;1234,01;499,6;0;734,41
1041210342;926,57;375,13;0;551,44
1041210343;848,12;343,37;0;504,75
1041210344;1243,42;503,41;0;740,01
1041210345;1440,18;583,07;0;857,11
1041210346;990,59;401,05;0;589,54
1041210351;1676,38;678,7;0;997,68
1041210352;1629,08;659,55;0;969,53
1041210406;833,55;337,47;0;496,08
1041210407;988,76;400,31;0;588,45
1041210408;1238,87;501,57;0;737,3
1041210409;1450,82;587,38;0;863,44
1041210410;737,02;294,81;0;442,21
1041210411;877,62;351,05;0;526,57
1041210412;1102,25;440,9;0;661,35
1041210413;1290,22;516,09;0;774,13
1041210414;929,45;371,78;0;557,67
1041210415;1097,67;439,07;0;658,6
1041210416;1387,35;554,94;0;832,41
1041210417;1631,37;652,55;0;978,82
1041210418;1688,17;683,47;0;1004,7
1041210419;1800,77;729,06;0;1071,71
1041210420;1489,6;595,84;0;893,76
1041210421;1558,6;623,44;0;935,16
1041210422;1691,57;684,85;0;1006,72
1041210423;1770,49;716,8;0;1053,69
1041210424;1909,95;763,98;0;1145,97
1041210425;1975,2;790,08;0;1185,12
1041210426;1054,29;426,84;0;627,45
1041210427;1258,93;509,69;0;749,24
1041210428;1580,13;639,73;0;940,4
1041210429;1675,42;678,31;0;997,11
1041210430;1871,27;757,6;0;1113,67
1041210431;2191,33;887,18;0;1304,15
1041210432;2294,55;928,97;0;1365,58
1041210433;2328,83;942,85;0;1385,98
1041210500;2081,71;842,8;0;1238,91
1041210501;2138,22;865,68;0;1272,54
1041210502;2264,27;916,71;0;1347,56
1041210503;3151,15;1275,77;0;1875,38
1041210504;3277,64;1326,98;0;1950,66
1041210505;3628,25;1468,93;0;2159,32
1041210506;4256,72;1723,37;0;2533,35
1041210507;4408,6;1784,86;0;2623,74
1041210508;4307,43;1743,9;0;2563,53
1041525440;140,12;56,05;0;84,07
1041525441;163,97;65,59;0;98,38
1041526462;646,35;258,54;0;387,81
1041526463;723,05;289,22;0;433,83
1041526464;1038,37;415,35;0;623,02
1041526465;1114,62;445,85;0;668,77
1041526466;1305,57;522,23;0;783,34
1041526467;539,62;215,85;0;323,77
1041526468;604,4;241,76;0;362,64
1041526469;870,77;348,31;0;522,46
1041526470;934,12;373,65;0;560,47
1041526471;1101,77;440,71;0;661,06
1041526472;325,04;129,5;0;195,54
1041526473;362,77;144,53;0;218,24
1041526474;524,43;208,94;0;315,49
1041526475;566,83;225,83;0;341
1041526476;267,32;106,93;0;160,39
1041526477;298,8;119,52;0;179,28
1041526478;431,32;172,53;0;258,79
1041526479;467,42;186,97;0;280,45
1041527560;801,32;320,53;0;480,79
1041527561;898,75;359,5;0;539,25
1041527562;1304,27;521,71;0;782,56
1041527563;1400,4;560,16;0;840,24
1041527564;1642,55;657,02;0;985,53
1041527667;1308,63;467,37;0;841,26
1041527668;1993,96;712,13;0;1281,83
1041527669;2339,48;835,53;0;1503,95
1041527670;2735,26;976,88;0;1758,38
1041527671;2915,41;1041,22;0;1874,19
1041527831;743,44;336,4;0;407,04
1041527832;1103,05;499,12;0;603,93
1041527833;1270,5;574,89;0;695,61
1041527837;732,5;293;0;439,5
1041527838;1119,2;447,68;0;671,52
1041527839;1321,12;528,45;0;792,67
1041527840;1546,05;618,42;0;927,63
1041527852;724,77;289,91;0;434,86
1041527853;1065,62;426,25;0;639,37
1041527854;1220,42;488,17;0;732,25
1041527855;1412,17;564,87;0;847,3
1041527881;779,6;311,84;0;467,76
1041527882;1180,3;472,12;0;708,18
1041527883;1391,82;556,73;0;835,09
1041527884;1633,7;653,48;0;980,22
1041527885;1728,35;691,34;0;1037,01
1041527919;945,34;427,76;0;517,58
1041527920;1439,74;651,47;0;788,27
1041527921;1691,9;765,57;0;926,33
1041527957;659,66;298,49;0;361,17
1041527958;1000,11;452,54;3;547,57
1041527959;1179,98;533,93;0;646,05
1041527971;1576,2;630,48;0;945,72
1041527972;1638,5;655,4;0;983,1
1041528092;834,07;377,41;0;456,66
1041528093;1440,63;651,87;0;788,76
1041528421;1512,67;605,07;0;907,6
1041528422;1613,02;645,21;0;967,81
1041528423;1910,77;764,31;0;1146,46
1041528424;2019,77;807,91;0;1211,86
1041528428;113,55;49,37;2;64,18
1041528429;122,7;53,35;0;69,35
1041528430;1163,7;415,61;0;748,09
1041528431;1845,56;659,13;6,74;1186,43
1041528432;1628,92;581,76;0;1047,16
1041528433;1144,28;455,89;0;688,39
1041528434;1227,56;489,07;0;738,49
1041528435;1311,32;522,44;0;788,88
1041528436;1474,87;587,6;0;887,27
1041528437;1634,73;651,29;0;983,44
1041528438;1256,28;500,51;0;755,77
1041528439;1395,33;555,91;0;839,42
1041528440;1483,71;591,12;0;892,59
1041528441;1665,53;663,56;0;1001,97
1041528442;1872,05;745,84;0;1126,21
1041528443;847,77;337,76;0;510,01
1041528444;390,63;155,63;0;235
1041528445;435,98;173,7;0;262,28
1041528446;621,27;247,52;0;373,75
1041528447;666,4;265,5;0;400,9
1041528448;453,38;180,63;0;272,75
1041528449;506,09;201,63;0;304,46
1041528550;718,63;286,31;0;432,32
1041528551;771,79;307,49;0;464,3
1041528576;1987,74;899,43;0;1088,31
1041528577;2081,68;941,94;0;1139,74
1041528578;235,75;117,87;0;117,88
1041528579;231,07;115,53;0;115,54
1041528580;872,45;348,98;0;523,47
1041528581;744,3;297,72;0;446,58
1041528582;709,2;283,68;0;425,52
1041528583;595,32;238,13;0;357,19
1041528584;750,6;300,24;0;450,36
1041528585;633,87;253,55;0;380,32
1041528586;501,47;200,59;0;300,88
1041528587;468,47;187,39;0;281,08
1041528588;508,8;203,52;0;305,28
1041528589;567,35;226,94;0;340,41
1041528590;808,2;323,28;0;484,92
1041528591;867,15;346,86;0;520,29
1041528592;1019,75;407,9;0;611,85
1041528593;578,6;231,44;0;347,16
1041528594;645,67;258,27;0;387,4
1041528595;1021,8;408,72;0;613,08
1041528596;989,75;395,9;0;593,85
1041528597;1158,07;463,23;0;694,84
1041528598;673,2;269,28;0;403,92
1041528599;1074,85;429,94;0;644,91
1041528600;1153,82;461,53;0;692,29
1041528601;1352,67;541,07;0;811,6
1041528602;1584,37;633,75;0;950,62
1041528603;1687,67;675,07;0;1012,6
1041528604;827,82;331,13;0;496,69
1041528605;926,3;370,52;0;555,78
1041528606;1337,52;535,01;0;802,51
1041528607;1448,9;579,56;0;869,34
1041528608;1687,32;674,93;0;1012,39
1041528609;1977,57;791,03;0;1186,54
1041528610;2092,3;836,92;0;1255,38
1041528611;980,97;392,39;0;588,58
1041528612;1099,1;439,64;0;659,46
1041528613;1588,8;635,52;0;953,28
1041528614;1707;682,8;0;1024,2
1041528615;2008,92;803,57;0;1205,35
1041528616;2356,15;942,46;0;1413,69
1041528617;2495,02;998,01;0;1497,01
1041528618;412,77;165,11;0;247,66
1041528619;459,95;183,98;0;275,97
1041528620;662,62;265,05;0;397,57
1041528621;709,8;283,92;0;425,88
1041528622;832,47;332,99;0;499,48
1041528623;497,05;198,82;0;298,23
1041528624;553,82;221,53;0;332,29
1041528625;789,3;315,72;0;473,58
1041528626;846,1;338,44;0;507,66
1041528627;995,52;398,21;0;597,31
1041528628;569,62;227,85;0;341,77
1041528629;905,2;362,08;0;543,12
1041528630;970,95;388,38;0;582,57
1041528631;1143,52;457,41;0;686,11
1041528632;687,52;275,01;0;412,51
1041528633;768,1;307,24;0;460,86
1041528634;1107,3;442,92;0;664,38
1041528635;1187,6;475,04;0;712,56
1041528636;1400,57;560,23;0;840,34
1041528637;803,92;321,57;0;482,35
1041528638;899,37;359,75;0;539,62
1041528639;1298,02;519,21;0;778,81
1041528640;1393,47;557,39;0;836,08
1041528641;1644,52;657,81;0;986,71
1041528642;360,8;144,32;0;216,48
1041528643;401,42;160,57;0;240,85
1041528644;577,8;231,12;0;346,68
1041528645;618,4;247,36;0;371,04
1041528646;724,7;289,88;0;434,82
1041528652;448,82;179,53;0;269,29
1041528653;710,3;284,12;0;426,18
1041528654;760,92;304,37;0;456,55
1041528655;894,8;357,92;0;536,88
1041528656;511,67;204,67;0;307
1041528657;569,95;227,98;0;341,97
1041528658;810,02;324,01;0;486,01
1041528659;868,32;347,33;0;520,99
1041528660;1022,07;408,83;0;613,24
1041528661;311,75;124,7;0;187,05
1041528662;346;138,4;0;207,6
1041528663;496,87;198,75;0;298,12
1041528664;531,15;212,46;2,88;318,69
1041528669;419,27;167,71;0;251,56
1041528670;661,55;264,62;0;396,93
1041528671;708,32;283,33;0;424,99
1041528672;474,7;189,88;0;284,82
1041528673;528,2;211,28;0;316,92
1041528674;749,07;299,63;0;449,44
1041528675;802,57;321,03;0;481,54
1041528676;802,07;320,83;0;481,24
1041528677;1227,5;491;0;736,5
1041528678;1322;528,8;0;793,2
1041528679;1103,17;441,27;0;661,9
1041528680;1553,75;621,5;0;932,25
1041528681;1817;726,8;0;1090,2
1041528682;1911,8;764,72;0;1147,08
1041528683;680,32;272,13;0;408,19
1041528684;1026,85;410,74;0;616,11
1041528685;1097,62;439,05;0;658,57
1041528686;899,82;359,93;0;539,89
1041528687;1254,17;501,67;0;752,5
1041528688;1462,62;585,05;0;877,57
1041528689;1575,17;630,07;0;945,1
1041528690;646,85;258,74;0;388,11
1041528691;965,55;386,22;0;579,33
1041528692;1026;410,4;0;615,6
1041528693;850,87;340,35;0;510,52
1041528694;1184,52;473,81;0;710,71
1041528695;1389,52;555,81;0;833,71
1041528696;1504,35;601,74;0;902,61
1041528697;539,62;215,85;0;323,77
1041528698;790,07;316,03;0;474,04
1041528699;848,52;339,41;0;509,11
1041528700;980,3;392,12;0;588,18
1041528701;529,67;211,87;0;317,8
1041528702;476,85;190,74;0;286,11
1041528703;729,32;291,73;0;437,59
1041528704;787,1;314,84;0;472,26
1041528705;929,8;371,92;0;557,88
1041602125;438,92;193,36;0;245,56
1041602126;679,11;299,17;0;379,94
1041602134;291,19;128,28;0;162,91
1041602135;325,17;143,25;0;181,92
1041602136;507,5;223,57;0;283,93
1041602572;216,48;95,37;0;121,11
1041602573;242,16;106,68;0;135,48
1041602634;462,12;184,85;0;277,27
1041602635;517,65;207,06;0;310,59
1041602636;746,2;298,48;0;447,72
1041602637;800,3;320,12;0;480,18
1041602638;946,67;378,67;0;568
1041602639;385,3;154,12;0;231,18
1041602640;438,15;175,26;0;262,89
1041602641;625,4;250,16;0;375,24
1041602642;675,95;270,38;0;405,57
1041602643;799,9;319,96;0;479,94
1041602644;389,57;155,83;0;233,74
1041602645;442,72;177,09;0;265,63
1041602646;631,42;252,57;0;378,85
1041602647;682,3;272,92;0;409,38
1041602648;809,1;323,64;0;485,46
1041602649;348,95;139,58;0;209,37
1041602650;390,02;156,01;0;234,01
1041602651;565,05;226,02;0;339,03
1041602652;610,77;244,31;0;366,46
1041602653;724,7;289,88;0;434,82
1041603329;535,45;214,18;0;321,27
1041603330;598,52;239,41;0;359,11
1041603331;862,9;345,16;0;517,74
1041603332;925,97;370,39;0;555,58
1041603333;1093,27;437,31;0;655,96
1041603508;689,89;274,86;0;415,03
1041603509;1034,67;412,22;0;622,45
1041603510;1168,95;465,72;0;703,23
1041603511;1370,13;545,87;0;824,26
1041603512;441,92;194,68;0;247,24
1041603513;641,36;282,54;0;358,82
1041603519;663,35;265,34;0;398,01
1041603520;991,05;396,42;0;594,63
1041603521;1133,67;453,47;0;680,2
1041603522;1312;524,8;0;787,2
1041603559;90,59;39,91;0;50,68
1041603560;103,62;45,65;0;57,97
1041603572;1249,83;550,59;0;699,24
1041603573;1472,43;648,65;0;823,78
1041603589;516,76;227,65;0;289,11
1041603590;777,67;342,59;0;435,08
1041603591;920,91;405,69;0;515,22
1041603592;1078,13;474,95;0;603,18
1041603597;533,49;235,02;0;298,47
1041603598;803,19;353,83;0;449,36
1041603599;949,45;418,26;0;531,19
1041603600;1111,39;489,6;0;621,79
1041603622;1022,77;450,56;0;572,21
1041603623;1208,91;532,56;0;676,35
1041603851;645,81;284,5;0;361,31
1041603852;968,04;426,45;0;541,59
1041603853;1150,75;506,94;0;643,81
1041603854;354,91;156,35;0;198,56
1041603855;536,46;236,33;0;300,13
1041603888;735,05;292,85;0;442,2
1041603889;1107,31;441,16;0;666,15
1041603890;1316,99;524,7;0;792,29
1041603891;1536,92;612,32;0;924,6
1041603965;1426,4;570,56;0;855,84
1041603968;708,07;282,1;0;425,97
1041603969;792,83;315,87;0;476,96
1041603970;1060,52;422,52;0;638
1041603971;1134,77;452,1;0;682,67
1041603972;1232,91;491,2;0;741,71
1041603973;489,65;195,86;0;293,79
1041603974;547,37;218,95;0;328,42
1041603975;780,77;312,31;0;468,46
1041603976;838,12;335,25;0;502,87
1041603981;636,59;280,44;0;356,15
1041603982;956,73;421,47;0;535,26
1041603983;1130,64;498,08;0;632,56
1041603984;990,72;396,29;0;594,43
1041603985;90,59;39,91;0;50,68
1041603986;103,62;45,65;0;57,97
1041603987;216,48;95,37;0;121,11
1041603988;242,16;106,68;0;135,48
1041603989;438,92;193,36;0;245,56
1041603990;679,11;299,17;0;379,94
1041603991;636,59;280,44;0;356,15
1041603992;956,73;421,47;0;535,26
1041603993;1130,64;498,08;0;632,56
1041691481;759,89;271,39;0;488,5
1041691482;1101,77;393,49;0;708,28
1041691483;1274,33;455,12;0;819,21
1041691565;1659,14;592,55;0;1066,59
1041691566;2486,65;888,09;0;1598,56
1041691567;2933,53;1047,69;0;1885,84
1041691568;3417,93;1220,69;0;2197,24
1041691569;3597,49;1284,82;0;2312,67
1041691599;1074,8;383,86;0;690,94
1041691600;1621,87;579,24;0;1042,63
1041691601;1908,28;681,53;0;1226,75
1041691602;2230,36;796,56;0;1433,8
1041691603;2339,09;835,39;0;1503,7
1041691613;1246,78;445,28;0;801,5
1041691614;1869,28;667,6;0;1201,68
1041691615;2191,22;782,58;0;1408,64
1041691616;2555,05;912,52;0;1642,53
1041691617;2701,13;964,69;0;1736,44
1041691626;1032,58;368,78;0;663,8
1041691627;1540,42;550,15;0;990,27
1041691628;1776,74;634,55;0;1142,19
1041691629;2063,37;736,92;0;1326,45
1041691630;2221,26;793,31;0;1427,95
1041691719;1517,04;541,8;0;975,24
1041691720;2070,48;739,46;0;1331,02
1041691721;2309,83;824,94;0;1484,89
1041691757;1491,58;532,71;0;958,87
1041691758;2282,44;815,16;0;1467,28
1041691759;2680,16;957,2;0;1722,96
1041691760;3136,56;1120,2;0;2016,36
1041691761;3348,18;1195,78;0;2152,4
1041691768;934,66;333,81;0;600,85
1041691769;1433,18;511,85;0;921,33
1041691770;1256,33;448,69;0;807,64
1041691771;1134,08;405,03;0;729,05
1041691772;1737,42;620,51;0;1116,91
1041691773;1560,55;557,34;0;1003,21
1041691774;976,86;348,88;0;627,98
1041691775;1507,49;538,39;0;969,1
1041691776;1354,3;483,68;0;870,62
1041691777;1325,54;473,41;0;852,13
1041691778;2124,89;758,89;0;1366
1041691779;1860,04;664,3;0;1195,74
1041691780;684,29;244,39;0;439,9
1041691781;929,71;332,04;0;597,67
1041691782;1030,2;367,93;0;662,27
1041691783;4038,36;1246,41;0;2791,95
1041691784;4440,03;1370,38;0;3069,65
1041691785;2794,21;983,88;0;1810,33
1041691786;2909,6;1024,51;0;1885,09
1041691787;3262,64;1148,82;0;2113,82
1041691788;3642,69;1282,64;0;2360,05
1041691789;1239;442,5;0;796,5
1041691790;1866,78;666,71;0;1200,07
1041691791;1557,58;556,28;0;1001,3
1041691792;2193,24;783,3;0;1409,94
1041691793;2690,77;960,99;0;1729,78
1041691794;1794,32;640,83;0;1153,49
1041691795;2717,51;970,54;0;1746,97
1041691796;2248,09;802,89;0;1445,2
1041691797;3196,28;1141,53;0;2054,75
1041691798;3920,28;1400,1;0;2520,18
1041691799;1235,22;441,15;0;794,07
1041691800;956,9;341,75;0;615,15
1041691801;1002,51;358,04;0;644,47
1041691802;1056,83;377,44;0;679,39
1041691803;1791,13;639,69;0;1151,44
1041691804;740,68;264,53;0;476,15
1041691805;935,84;334,23;0;601,61
1041691806;1419,9;507,11;0;912,79
1041691807;1513,03;540,37;0;972,66
1041691808;1249,27;446,17;0;803,1
1041691809;1753,44;626,23;0;1127,21
1041691810;2056,09;734,32;0;1321,77
1041691811;2219,56;792,7;0;1426,86
1041691812;985,99;352,14;0;633,85
1041691813;1523,25;544,02;0;979,23
1041691814;1638,28;585,1;0;1053,18
1041691815;1356,48;484,46;0;872,02
1041691816;1921,92;686,4;0;1235,52
1041691817;2248,59;803,07;0;1445,52
1041691818;2361,57;843,42;0;1518,15
1041691819;664,35;237,27;0;427,08
1041691820;997,3;356,18;0;641,12
1041691821;1063,58;379,85;0;683,73
1041691822;1229,53;439,12;0;790,41
1041691823;1128,34;402,98;0;725,36
1041691824;1781,38;636,21;0;1145,17
1041691825;1909,68;682,03;0;1227,65
1041691826;1567,74;559,91;0;1007,83
1041691827;2241,59;800,57;0;1441,02
1041691828;2630,29;939,39;0;1690,9
1041691829;2789,38;996,21;0;1793,17
1041691830;1602,1;572,18;0;1029,92
1041691831;2569,22;917,58;0;1651,64
1041691832;2760,32;985,83;0;1774,49
1041691833;2256,01;805,72;0;1450,29
1041691834;3256,34;1162,98;0;2093,36
1041691835;3827,46;1366,95;0;2460,51
1041691836;4066,94;1452,48;0;2614,46
1041691837;870,32;310,83;0;559,49
1041691838;1324,59;473,07;0;851,52
1041691839;1412,96;504,63;0;908,33
1041691840;1160,96;414,63;0;746,33
1041691841;1627,52;581,26;0;1046,26
1041691842;1929,31;689,04;0;1240,27
1041691843;2013,92;719,26;0;1294,66
1041691844;1139,9;407,11;0;732,79
1041691845;1748,09;624,32;0;1123,77
1041691846;2573,73;919,19;0;1654,54
1041691847;1632,45;583,02;0;1049,43
1041691848;2521,54;900,55;0;1620,99
1041691849;3733,6;1333,43;0;2400,17
1041691850;753,34;269,05;0;484,29
1041691851;773,3;276,18;0;497,12
1041691852;671,04;239,66;0;431,38
1041691853;1056,21;377,22;0;678,99
1041691854;1131,11;403,97;0;727,14
1041691855;1329,66;474,88;0;854,78
1041691856;689,8;246,36;0;443,44
1041691857;964,71;344,54;0;620,17
1041691858;1090,06;389,31;0;700,75
1041691859;1168,21;417,22;0;750,99
1041691860;1374,46;490,88;0;883,58
1050310005;216,98;95,59;2,1;121,39
1050310006;277,5;122,25;2,1;155,25
1050310007;402,51;177,32;2,1;225,19
1050313033;189,46;85,73;0;103,73
1050313034;428,78;194,02;0;234,76
1050313327;229,5;103,85;0;125,65
1050313328;302,48;136,87;0;165,61
1050313329;447,56;202,52;0;245,04
1050313419;262,23;118,66;0;143,57
1050313420;343,41;155,39;0;188,02
1050313421;490,33;221,87;0;268,46
1050313623;391,78;156,09;0;235,69
1050313624;570,74;227,39;0;343,35
1050313641;396,93;158,14;0;238,79
1050313642;281,29;112,07;0;169,22
1050314685;253,55;114,73;0;138,82
1050314686;315,43;142,73;0;172,7
1050314687;439,45;198,85;0;240,6
1050315290;303,91;121,08;0;182,83
1050315291;396,7;158,05;0;238,65
1050315292;564,9;225,06;0;339,84
1050315410;373,94;131,67;0;242,27
1050315411;488,45;171,99;0;316,46
1050315412;692,93;243,99;0;448,94
1050315413;404,67;183,11;0;221,56
1050315414;303,78;137,46;0;166,32
1050315415;404,93;183,23;0;221,7
1050315416;578,97;261,98;0;316,99
1050315417;289,22;130,87;0;158,35
1050315418;390,19;176,56;0;213,63
1050315419;563,48;254,97;0;308,51
1050315420;530,73;240,15;0;290,58
1050315423;389,98;194,99;0;194,99
1050315424;525,58;262,79;0;262,79
1050315427;433,46;196,14;0;237,32
1050315428;609,76;275,91;0;333,85
1050315436;379,81;167,32;0;212,49
1050315437;546,36;240,69;0;305,67
1050315438;262,82;115,78;0;147,04
1050315439;344,49;151,76;0;192,73
1050315440;487,27;214,66;0;272,61
1050315447;275,94;124,86;0;151,08
1050315448;360,67;163,2;0;197,47
1050315449;516,34;233,64;0;282,7
1050315463;435,23;196,94;0;238,29
1050315464;574,84;260,11;0;314,73
1050315466;283,55;112,97;0;170,58
1050315467;387,71;154,47;0;233,24
1050315468;543,84;216,67;0;327,17
1050315469;594,64;236,91;0;357,73
1050315470;293,78;110,03;0;183,75
1050315471;404,18;151,38;0;252,8
1050315472;570,39;213,63;0;356,76
1050315473;295,99;110,86;0;185,13
1050315474;406,8;152,36;0;254,44
1050315475;574,79;215,28;0;359,51
1050315485;232,6;105,25;0;127,35
1050315486;306,74;138,8;0;167,94
1050315487;433,88;196,33;0;237,55
1050315488;374,05;164,78;0;209,27
1050315489;532,79;234,71;0;298,08
1050315490;371,53;163,67;0;207,86
1050315491;529,45;233,24;0;296,21
1050315495;255,78;115,74;0;140,04
1050315496;318,1;143,94;0;174,16
1050315497;483,76;218,9;0;264,86
1050315499;295,72;117,82;0;177,9
1050315503;274,24;109,26;0;164,98
1050315504;271,53;108,18;0;163,35
1050315505;365,6;145,66;0;219,94
1050315506;273,94;109,14;0;164,8
1050315507;276,95;110,34;0;166,61
1050315508;370,82;147,74;0;223,08
1050315510;258,18;113,74;0;144,44
1050315511;327,01;144,06;0;182,95
1050315512;516,28;227,44;0;288,84
1050315515;444,78;195,94;0;248,84
1050315516;585,52;257,94;0;327,58
1050315518;262,75;115,75;0;147
1050315519;332,53;146,49;0;186,04
1050315521;261,02;118,11;0;142,91
1050315522;343,85;155,59;0;188,26
1050315523;491,39;222,35;0;269,04
1050315524;241,81;109,42;0;132,39
1050315525;323,61;146,43;0;177,18
1050315526;450,9;204,03;0;246,87
1050315594;275,94;124,86;0;151,08
1050315595;360,67;163,2;0;197,47
1050315596;516,34;233,64;0;282,7
1050315597;275,94;124,86;0;151,08
1050315598;360,67;163,2;0;197,47
1050315599;516,34;233,64;0;282,7
1050315602;247,45;109,01;0;138,44
1050315603;329,26;145,05;0;184,21
1050315604;253,87;111,84;0;142,03
1050315605;247,02;108,82;0;138,2
1050315606;334,59;147,4;0;187,19
1050315607;243,61;107,32;0;136,29
1050315649;447,78;223,89;0;223,89
1050315651;636,91;280,58;0;356,33
1050315652;722,65;318,35;0;404,3
1050315653;623,56;274,7;0;348,86
1050315654;706,71;311,33;0;395,38
1050315657;259,8;117,56;0;142,24
1050315658;318,7;144,21;0;174,49
1050315659;447,96;202,7;0;245,26
1050315662;261,64;118,39;0;143,25
1050315663;344,42;155,85;0;188,57
1050315673;257,06;116,32;0;140,74
1050315674;315,85;142,92;0;172,93
1050315675;440,78;199,45;0;241,33
1050315679;269,59;121,99;0;147,6
1050315680;328,4;148,6;0;179,8
1050315681;453,31;205,12;0;248,19
1050315686;359,76;162,79;0;196,97
1050315687;596,28;269,81;0;326,47
1050315691;300,93;136,17;0;164,76
1050315692;378,97;171,48;0;207,49
1050315693;587,39;265,79;0;321,6
1050315696;417,88;184,09;0;233,79
1050315697;585,95;258,13;0;327,82
1050315703;537,3;236,7;0;300,6
1050315704;215,67;95,01;0;120,66
1050315705;290,6;128,02;0;162,58
1050315706;418,17;184,22;0;233,95
1050315707;456,86;201,26;0;255,6
1050315713;266,47;117,39;0;149,08
1050315714;347,69;153,17;0;194,52
1050315715;492,61;217,01;0;275,6
1050315716;542,39;238,94;0;303,45
1050315717;704,88;310,52;0;394,36
1050315718;990,03;436,14;0;553,89
1050315720;590,26;267,09;0;323,17
1050315721;799,31;361,68;0;437,63
1050315722;451,7;204,39;0;247,31
1050315723;604,89;273,71;0;331,18
1050315724;247,85;112,15;0;135,7
1050315725;329,66;149,17;0;180,49
1050315726;240,2;108,69;0;131,51
1050315727;290,54;131,47;0;159,07
1050315728;264,89;119,86;0;145,03
1050315729;350,26;158,49;0;191,77
1050315730;261,06;118,13;0;142,93
1050315735;437,92;192,92;0;245
1050315736;591,08;260,39;0;330,69
1050315738;640,1;289,64;0;350,46
1050315739;870,47;393,88;0;476,59
1050315740;600,39;271,67;0;328,72
1050315741;818,58;370,4;0;448,18
1050315742;609,76;268,62;0;341,14
1050315743;827,91;364,72;0;463,19
1050315744;618,36;267,69;0;350,67
1050315745;830,51;359,53;0;470,98
1050315746;611,1;276,52;0;334,58
1050315747;827,31;374,35;0;452,96
1050315751;765,77;269,64;0;496,13
1050315752;802,15;282,45;0;519,7
1050315753;621;273,57;0;347,43
1050315754;842,8;371,28;0;471,52
1050315762;545,94;272,97;0;272,97
1050315763;740,36;370,18;0;370,18
1050315770;297,82;131,2;0;166,62
1050315771;382,83;168,65;0;214,18
1050315772;563,66;248,31;0;315,35
1050315773;615,41;271,11;0;344,3
1050315774;758,92;334,33;0;424,59
1050315775;564,98;248,89;0;316,09
1050315776;732,18;322,55;0;409,63
1050315777;561,4;254,03;0;307,37
1050315778;704,74;318,89;0;385,85
1050315783;525,72;262,86;0;262,86
1050315784;713,18;356,59;0;356,59
1050315795;373,94;131,67;0;242,27
1050315796;488,45;171,99;0;316,46
1050315797;692,93;243,99;0;448,94
1050315798;765,77;269,64;0;496,13
1050315799;802,15;282,45;0;519,7
1050315800;220,43;97,11;0;123,32
1050315801;290,69;128,06;0;162,63
1050315802;404,55;178,22;0;226,33
1050315803;627,76;276,55;0;351,21
1050315804;710,16;312,85;0;397,31
1050315805;635,53;279,97;0;355,56
1050315806;726,1;319,87;0;406,23
1050315809;277,09;122,07;0;155,02
1050315810;362,92;159,88;0;203,04
